iter	RMSE
572	0.4865869853
573	0.4864967556
574	0.4863946106
575	0.4863068269
576	0.4862321648
577	0.4861825266
578	0.4861200458
579	0.4860412868
580	0.485993273
581	0.4859381174
582	0.4858844727
583	0.4858477699
584	0.4858026259
585	0.4857134511
586	0.4856398332
587	0.4855599396
588	0.4854684585
589	0.4853514977
590	0.4852887762
591	0.4852473228
592	0.4849977562
593	0.4849163435
594	0.4848647214
595	0.4848068819
596	0.4847320182
597	0.4846279351
598	0.4845485513
599	0.4845073475
600	0.4844720286
601	0.4843980761
602	0.4843757045
603	0.484296744
604	0.4842111596
605	0.4841746588
606	0.4841080632
607	0.4840335815
608	0.4839879024
609	0.4837853862
610	0.4837012267
611	0.483674853
612	0.4836269927
613	0.48350724
614	0.4834718691
615	0.4834021142
616	0.4833081503
617	0.4832416956
618	0.4832021705
619	0.483147069
620	0.4831027866
621	0.4830590736
622	0.4829987652
623	0.4829109954
624	0.4828527002
625	0.4827940363
626	0.4827504912
627	0.4827009244
628	0.4826690675
629	0.4825699273
630	0.4825331887
631	0.4824632318
632	0.4823650084
633	0.4823185786
634	0.4822806695
635	0.4822404604
636	0.4821741507
637	0.4821315691
638	0.4820328394
639	0.4819628173
640	0.4818840093
641	0.4816486937
642	0.481593716
643	0.4815524575
644	0.4815255231
645	0.4814851057
646	0.4814109763
647	0.4813610123
648	0.4813171001
649	0.4812382242
650	0.4812058364
651	0.4811247395
652	0.4810761371
653	0.4810329094
654	0.4809469668
655	0.4808902659
656	0.4806827219
657	0.4805982585
658	0.4805429575
659	0.4805052593
660	0.4803967361
661	0.4803445792
662	0.4802753797
663	0.4802354797
664	0.4801516529
665	0.4800849796
666	0.4800152054
667	0.4799717176
668	0.4798690364
669	0.479819545
670	0.4797498058
671	0.4796293623
672	0.4795903347
673	0.4795355515
674	0.4793751807
675	0.479268736
676	0.4792223303
677	0.4791525266
678	0.479105243
679	0.4789668812
680	0.47888469
681	0.478824446
682	0.4787502311
683	0.4787162851
684	0.4786203404
685	0.4785495693
686	0.4785108445
687	0.4784254526
688	0.4783928912
689	0.4783002167
690	0.478188792
691	0.4781322348
692	0.47808048
693	0.4780594329
694	0.4779638341
695	0.477864491
696	0.4777823868
697	0.4777433107
698	0.4777171116
699	0.4776645998
700	0.4776229339
701	0.4775771323
702	0.4775341758
703	0.4774982422
704	0.4774212886
705	0.4773510992
706	0.4771935672
707	0.4771052362
708	0.4770561201
709	0.4770291562
710	0.4769827152
711	0.4769526719
712	0.4768874762
713	0.4768031008
714	0.4767100864
715	0.4766657326
716	0.4765991922
717	0.4765134245
718	0.4764667564
719	0.4764018605
720	0.4763112613
721	0.4762797316
722	0.4761992153
723	0.4760928109
724	0.4760198101
725	0.4759446142
726	0.4758797174
727	0.4757973169
728	0.4757672343
729	0.4756902829
730	0.4756408025
731	0.4755679332
732	0.4755435607
733	0.4755056612
734	0.4754701154
735	0.4754218159
736	0.4753785177
737	0.4752901619
738	0.47525475
739	0.4751796781
740	0.4750783124
741	0.4750065524
742	0.4749698506
743	0.4749054894
744	0.474817353
745	0.4747834883
746	0.4747404452
747	0.4746683138
748	0.4746004359
749	0.4745464968
750	0.4745142312
751	0.4744577121
752	0.4744166132
753	0.474392685
754	0.4743594997
755	0.4742864641
756	0.4742217766
757	0.4741672776
758	0.4741084263
759	0.4740544004
760	0.4740211646
761	0.4738656678
762	0.4737874346
763	0.4737564187
764	0.4737128032
765	0.4736707746
766	0.4736336834
767	0.4735876057
768	0.4735172486
769	0.4734757684
770	0.4733778979
771	0.4733072687
772	0.4732842204
773	0.4732429358
774	0.4731968973
775	0.4731302002
776	0.4730595793
777	0.4729897848
778	0.4729591888
779	0.4728997907
780	0.4728523222
781	0.4727844414
782	0.4727446744
783	0.472653803
784	0.4726080769
785	0.4725760418
786	0.4725365939
787	0.472481919
788	0.4723540181
789	0.4723300319
790	0.4722941557
791	0.4722686785
792	0.4722207231
793	0.4721486206
794	0.4721401309
795	0.4721073775
796	0.4720324139
797	0.471992455
798	0.4719347851
799	0.4718749177
800	0.4718022017
801	0.4717184859
802	0.4716426888
803	0.4715940634
804	0.471487518
805	0.4714675011
806	0.4713956835
807	0.4713473424
808	0.4713242763
809	0.4713169641
810	0.471273845
811	0.4712320928
812	0.4711053966
813	0.4710412218
814	0.4709956167
815	0.4709414955
816	0.4708683497
817	0.4708294125
818	0.4706386148
819	0.4706056298
820	0.4705657421
821	0.4705132
822	0.4704591605
823	0.4703940042
824	0.4703489795
825	0.4702867167
826	0.4702137917
827	0.4701862465
828	0.4701294321
829	0.4701074233
830	0.4700579754
831	0.4700236778
832	0.469961314
833	0.4699300794
834	0.4698885624
835	0.4698355779
836	0.4698115478
837	0.4697944026
838	0.4697359829
839	0.4697015104
840	0.4696382817
841	0.4695794319
842	0.4695359346
843	0.4694957379
844	0.4693923739
845	0.4693611062
846	0.4692945696
847	0.4692551587
848	0.4692148297
849	0.4691740398
850	0.4691390692
851	0.4690813727
852	0.4690442243
853	0.4690035262
854	0.4689417572
855	0.468908392
856	0.46888526
857	0.4688228859
858	0.4687964762
859	0.4687384775
860	0.4687050807
861	0.4686960015
862	0.4686078569
863	0.468575983
864	0.4685432222
865	0.468484722
866	0.4684260099
867	0.4683794408
868	0.4683166212
869	0.4683071152
870	0.4682582843
871	0.4681985519
872	0.4681679347
873	0.4681155089
874	0.4680806308
875	0.4680396131
876	0.468017559
877	0.4679798905
878	0.4679292869
879	0.4679212533
880	0.467862946
881	0.4678551441
882	0.4678469586
883	0.4678039927
884	0.4677698215
885	0.4677296234
886	0.4676818054
887	0.4676322287
888	0.4675868108
889	0.4675624292
890	0.4675275276
891	0.4674901837
892	0.4674628387
893	0.4674383646
894	0.4673813733
895	0.4673623696
896	0.467296142
897	0.4672429153
898	0.4671989853
899	0.4671766952
900	0.4671322116
901	0.4670686381
902	0.4670348069
903	0.4670123609
904	0.4669778126
905	0.46692893
906	0.466881815
907	0.4668393144
908	0.4668040466
909	0.4667610955
910	0.4667325763
911	0.4666380499
912	0.4666094906
913	0.4665764087
914	0.4665447733
915	0.4665388872
916	0.4665323682
917	0.4664844436
918	0.4664272664
919	0.4663957254
920	0.4663642057
921	0.4663486976
922	0.4662552122
923	0.46618368
924	0.46617638
925	0.4661691822
926	0.4661616195
927	0.4661546043
928	0.4660846347
929	0.4660320992
930	0.4659958577
931	0.4659625552
932	0.4658832479
933	0.465852324
934	0.4658344728
935	0.465827473
936	0.4657509572
937	0.4657087156
938	0.4656890657
939	0.4656826232
940	0.4656764444
941	0.4656707666
942	0.4656053764
943	0.4655741334
944	0.4655409877
945	0.4655341894
946	0.465489774
947	0.4654741669
948	0.4654680567
949	0.4653621979
950	0.4653254825
951	0.4652709212
952	0.4652068436
953	0.4651838613
954	0.4651138596
955	0.4650573743
956	0.4649504154
957	0.4648898851
958	0.4648170856
959	0.4647602172
960	0.4647075416
961	0.464685134
962	0.4646527579
963	0.4646177159
964	0.464572945
965	0.4645572174
966	0.464504704
967	0.4644618353
968	0.4644130418
969	0.4643780831
970	0.464371007
971	0.4643334965
972	0.4643046115
973	0.4642688805
974	0.4642629792
975	0.464203209
976	0.4641485543
977	0.4641189395
978	0.4640621422
979	0.4640343666
980	0.4640180821
981	0.4640048497
982	0.4639592403
983	0.4639303651
984	0.4639130121
985	0.4638577186
986	0.463799256
987	0.4637629228
988	0.4636721301
989	0.463638439
990	0.463606802
991	0.463550746
992	0.4635244227
993	0.4634954786
994	0.4634336202
995	0.4633965074
996	0.4633765321
997	0.4633290577
998	0.4632914882
999	0.4632759968
